path,duration,text,gender,age-group,primary_language,native_place_state,native_place_district,highest_qualification,job_category,occupation_domain,duration
out_wavs/00000108.wav,2.239,"Can you speak five district names?","Female","30-45","Assamese","Assam","Biswanath","Doctoral (PhD) or higher level","Full Time","Information and Media","2.2385625"
out_wavs/00000109.wav,4.249,"What is your favorite painting style or technique and why?","Female","30-45","Assamese","Assam","Biswanath","Doctoral (PhD) or higher level","Full Time","Information and Media","4.24875"
out_wavs/00000110.wav,6.575,"And I think in all the major cities of Gujarat,","Male","30-45","Gujarati","Gujarat","Sabarkantha","Post Graduate","Part Time","Education and Research","6.575"
out_wavs/00000111.wav,1.121,"your singing technique","Male","30-45","Malayalam","Kerala","Palakkad","Post Graduate","Full Time","Technology and Services","1.1205"
out_wavs/00000112.wav,4.720,"So, providing a sense of depth when they coverage or cross over other lines","Female","30-45","Maithili","Bihar","Darbhanga","Post Graduate","Freelance","Information and Media","4.7203125"
out_wavs/00000113.wav,1.220,"what is the weather like","Male","18-30","Telugu","Andhra Pradesh","Prakasam","Under Graduate Student","Full Time","Technology and Services","1.2201875"
out_wavs/00000114.wav,3.105,"what's the recipe for pasta sauce","Male","30-45","Sindhi","Rajasthan","Ajmer","Post Graduate","Part Time","Government","3.104625"
out_wavs/00000115.wav,1.050,"etc","Male","30-45","Urdu","Gujarat","Ahmedabad","Graduate","Full Time","Technology and Services","1.050125"
out_wavs/00000116.wav,8.576,"and also to school, providing computers and books to the school students","Female","30-45","Odia","Odisha","Cuttack","Graduate","Other","Healthcare (Medical &amp; Pharma)","8.5755625"
out_wavs/00000117.wav,5.509,"and I try to make songs of my own style and own rhythms.","Female","45-60","Maithili","Bihar","Darbhanga","Graduate","Full Time","Education and Research","5.5085625"
out_wavs/00000118.wav,9.166,"The season or the climate in my district is generally dry and it's a comfortable weather. It's not very sunny or very cold.","Female","18-30","Tamil","Kerala","Thiruvananthapuram","Under Graduate Student","Full Time","Technology and Services","9.166"
out_wavs/00000119.wav,22.450,"My favorite English TV show is Breaking Bad. I didn't watch it live when it started broadcasting, but I watched it later and when I watched it there were five seasons and it was extremely thrilling, grippy and all the familiar issues and other external societal issues has been addressed with such a great expertise.","Male","18-30","Bengali","West Bengal","Kolkata","Doctoral (PhD) or higher level","Full Time","Education and Research","22.449875"
out_wavs/00000120.wav,7.680,"Of course, there was and is a book which I couldn't ever plunge into, that is sense-wise,","Male","45-60","Malayalam","Kerala","Pathanamthitta","Graduate","Full Time","Government","7.68"
out_wavs/00000121.wav,6.220,"Whatever I learn today or whatever I know about the English today, it's all because","Male","18-30","Nepali","West Bengal","Kalimpong","Post Graduate","Part Time","Social service","6.22"
out_wavs/00000122.wav,3.708,"with pincode 169804","Male","30-45","Konkani","Goa","North Goa","Post Graduate","Full Time","Education and Research","3.7075625"
out_wavs/00000123.wav,0.496,"Stop","Male","18-30","Assamese","Assam","Lakhimpur","Post Graduate","Full Time","Technology and Services","0.4956875"
out_wavs/00000124.wav,8.465,"In my district there are significant amount of English medium and Gujarati medium schools","Male","30-45","Gujarati","Gujarat","Sabarkantha","Post Graduate","Part Time","Education and Research","8.4653125"
out_wavs/00000125.wav,4.789,"A substitution of an entire unit at once is called a line change.","Female","45-60","Telugu","Telangana","Hyderabad","Post Graduate","Full Time","Education and Research","4.7889375"
out_wavs/00000126.wav,3.062,"Technology has severely impacted the field of photography","Male","30-45","Bengali","West Bengal","Kolkata","Graduate","Freelance","Entertainment","3.0620625"
out_wavs/00000127.wav,3.648,"Can you delete Paper Boat Aam Panna from my shopping cart","Male","60+","Punjabi","Punjab","Rupnagar","Graduate","Other","Government","3.647875"
out_wavs/00000128.wav,0.391,"Cat","Male","18-30","Hindi","Maharashtra","Pune","Under Graduate Student","Freelance","Financial Services (Banking and Insurance)","0.390875"
out_wavs/00000129.wav,3.600,"My favorite genre to write in is poetry or verse.","Female","30-45","Kashmiri","Jammu Kashmir","Srinagar","Doctoral (PhD) or higher level","Other","Education and Research","3.6"
out_wavs/00000130.wav,6.267,"The promotion of consumption patterns characterized by over-exploitation","Male","30-45","Urdu","Gujarat","Ahmedabad","Graduate","Full Time","Technology and Services","6.2666875"
out_wavs/00000131.wav,8.537,"Both Al-Jazeera and the editors of the Boston, Massachusetts-based paper have also called for her safe release.","Male","45-60","Odia","Odisha","Puri","Doctoral (PhD) or higher level","Full Time","Education and Research","8.537375"
out_wavs/00000132.wav,0.850,"in","Female","18-30","Nepali","West Bengal","Darjeeling","Post Graduate","Other","Entertainment","0.8499375"
out_wavs/00000133.wav,5.385,"Can I check my pension amount with my PRAN number","Female","45-60","Punjabi","Punjab","Fatehgarh Sahib","Post Graduate","Other","Education and Research","5.3853125"
out_wavs/00000134.wav,4.181,"India has numerous spoken languages in every state","Female","45-60","Konkani","Goa","North Goa","Graduate","Other","Education and Research","4.1809375"
out_wavs/00000135.wav,1.110,"4 October","Male","18-30","Dogri","Jammu Kashmir","Jammu","Senior Secondary Level at School (10+2)","Full Time","Technology and Services","1.11025"
out_wavs/00000136.wav,1.933,"what alarms have been set for me","Female","18-30","Maithili","Bihar","Darbhanga","Post Graduate","Part Time","Education and Research","1.9326875"
out_wavs/00000137.wav,4.128,"Yes, I have read a book other than my native language","Female","30-45","Gujarati","Gujarat","Amreli","Post Graduate","Freelance","Education and Research","4.1276875"
out_wavs/00000138.wav,5.988,"and I encountered a few difficulties in speaking English but not in writing in English.","Female","45-60","Telugu","Telangana","Hyderabad","Post Graduate","Full Time","Education and Research","5.987875"
out_wavs/00000139.wav,10.691,"It makes our life so easy and I don't need to make a note on paper and pen so I can make the presentations. It makes it more easy.","Female","30-45","Odia","Odisha","Cuttack","Graduate","Other","Healthcare (Medical &amp; Pharma)","10.691375"
out_wavs/00000140.wav,0.500,"Tikri","Male","30-45","Maithili","Bihar","Darbhanga","Post Graduate","Full Time","Education and Research","0.4999375"
out_wavs/00000141.wav,4.381,"please remove the alarm that is set for weekdays at nine","Male","18-30","Bodo","Assam","Kokrajhar","Post Graduate","Part Time","Education and Research","4.380625"
out_wavs/00000142.wav,3.171,"Yes, when I had visited Taj Mahal","Female","45-60","Urdu","Maharashtra","Satara","Post Graduate","Full Time","Education and Research","3.1713125"
out_wavs/00000143.wav,3.860,"that would become centres of intense nationalist activities","Male","30-45","Urdu","Gujarat","Ahmedabad","Graduate","Full Time","Technology and Services","3.8600625"
out_wavs/00000144.wav,2.000,"churches across the state","Male","18-30","Konkani","Goa","South Goa","Post Graduate","Full Time","Technology and Services","2.0"
out_wavs/00000145.wav,10.455,"Goan food may be divided into Goan Catholic and Goan Hindu cuisine with each showing very distinct tastes, characteristics, and cooking styles.","Female","45-60","Telugu","Telangana","Hyderabad","Post Graduate","Full Time","Education and Research","10.454875"
out_wavs/00000146.wav,3.848,"which are especially celebrated with full swings in our state, Jammu and Kashmir are","Male","18-30","Dogri","Jammu Kashmir","Jammu","Senior Secondary Level at School (10+2)","Full Time","Technology and Services","3.8480625"
out_wavs/00000147.wav,0.623,"Wow","Male","30-45","Urdu","Gujarat","Ahmedabad","Graduate","Full Time","Technology and Services","0.6226875"
out_wavs/00000148.wav,3.170,"give me the local time of darjeeling","Female","30-45","Bengali","West Bengal","Kolkata","Post Graduate","Part Time","Education and Research","3.1696875"
out_wavs/00000149.wav,4.120,"Do you have a favorite book that you have read multiple times?","Male","30-45","Kashmiri","Jammu Kashmir","Anantnag","Doctoral (PhD) or higher level","Full Time","Education and Research","4.120375"
out_wavs/00000150.wav,7.414,"of her life, how she became a writer from a poor dump.","Male","18-30","Nepali","West Bengal","Kalimpong","Post Graduate","Part Time","Social service","7.4143125"
out_wavs/00000151.wav,6.869,"What are some local cuisines or dishes that tourists should try while visiting your state?","Male","45-60","Urdu","Gujarat","Ahmedabad","Diploma Holder","Other","Government","6.8690625"
out_wavs/00000152.wav,0.405,"Happy","Male","18-30","Malayalam","Kerala","Malappuram","Graduate","Full Time","Technology and Services","0.4050625"
out_wavs/00000153.wav,8.680,"In Punjab, so many hockey stadium and cycling velodrome with the capacity of 5000 to 10000.","Female","45-60","Punjabi","Punjab","Fatehgarh Sahib","Post Graduate","Other","Education and Research","8.68"
out_wavs/00000154.wav,2.071,"The basic need of a student is to learn","Female","30-45","Kashmiri","Jammu Kashmir","Srinagar","Doctoral (PhD) or higher level","Other","Education and Research","2.0714375"
